nome,fabricante,preco,precoParcelado,descontoPorcentagem,link,categoria,imagens,vendedor,isOpenBox,termino,disponivel
"Monitor Gamer Concórdia 27"" LED Full HD, 165Hz, 1ms, HDMI/DisplayPort, FreeSync, Preto - G5s",Concordia,999.99,1111.1,28.0,https://kabum.com.br/produto/365025/monitor-gamer-concordia-27-led-full-hd-165hz-1ms-hdmi-displayport-freesync-preto-g5s,Computadores/Monitores/Monitor Gamer,"['https://images.kabum.com.br/produtos/fotos/365025/monitor-gamer-concordia-27-led-full-hd-165hz-1ms-hdmi-displayport-freesync-preto-g5s_1658260165_original.jpg', 'https://images.kabum.com.br/produtos/fotos/365025/monitor-gamer-concordia-27-led-full-hd-165hz-1ms-hdmi-displayport-freesync-preto-g5s_1658260162_original.jpg', 'https://images.kabum.com.br/produtos/fotos/365025/monitor-gamer-concordia-27-led-full-hd-165hz-1ms-hdmi-displayport-freesync-preto-g5s_1658260163_original.jpg', 'https://images.kabum.com.br/produtos/fotos/365025/monitor-gamer-concordia-27-led-full-hd-165hz-1ms-hdmi-displayport-freesync-preto-g5s_1658260164_original.jpg']",KaBuM!,False,2023-06-11 23:00:00,4.0
"Computador Q7 Completo Intel Core I5, 8GB, SSD 240GB, Windows 10 Pro + Monitor 19.5 + Kit",Outros,1657.82,1950.38,11.0,https://kabum.com.br/produto/402946/computador-q7-completo-intel-core-i5-8gb-ssd-240gb-windows-10-pro-monitor-19-5-kit,Computadores/PC/Computador Intel,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/402946/Computador-Q7-Completo-Intel-Core-I5-8GB-SSD-240GB-Windows-10-Pro-Monitor-19-5-Kit_1685386131_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/402946/Computador-Q7-Completo-Intel-Core-I5-8GB-SSD-240GB-Windows-10-Pro-Monitor-19-5-Kit_1685386146_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/402946/Computador-Q7-Completo-Intel-Core-I5-8GB-SSD-240GB-Windows-10-Pro-Monitor-19-5-Kit_1685386158_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/402946/Computador-Q7-Completo-Intel-Core-I5-8GB-SSD-240GB-Windows-10-Pro-Monitor-19-5-Kit_1685386170_gg.jpg']",Q7 INFORMATICA,False,2023-06-02 08:00:00,95.0
"Monitor Storm-z, 27 Polegadas, LED, HDMI, VGA, Widescreen",Storm-z,801.23,942.62,15.0,https://kabum.com.br/produto/411973/monitor-storm-z-27-polegadas-led-hdmi-vga-widescreen,Computadores/Monitores/Monitor Office,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/411973/Monitor-Storm-z-27-Polegadas-LED-HDMI-VGA-Widescreen_1684352914_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/411973/Monitor-Storm-z-27-Polegadas-LED-HDMI-VGA-Widescreen_1684352935_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/411973/Monitor-Storm-z-27-Polegadas-LED-HDMI-VGA-Widescreen_1684352954_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/411973/Monitor-Storm-z-27-Polegadas-LED-HDMI-VGA-Widescreen_1684352971_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/411973/Monitor-Storm-z-27-Polegadas-LED-HDMI-VGA-Widescreen_1684352987_gg.jpg']",ZION PLACE,False,2023-06-02 08:00:00,97.0
"Notebook Lenovo IdeaPad 3i Intel Celeron N4020 Dual Core, 4GB, HD 500GB, Linux, 15.6, Prata - 82BUS00000",Lenovo,1699.99,1789.46,15.0,https://kabum.com.br/produto/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000,Computadores/Notebooks/Notebook Lenovo,"['https://images.kabum.com.br/produtos/fotos/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000_1636571138_original.jpg', 'https://images.kabum.com.br/produtos/fotos/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000_1636571137_original.jpg', 'https://images.kabum.com.br/produtos/fotos/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000_1636571140_original.jpg', 'https://images.kabum.com.br/produtos/fotos/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000_1636571139_original.jpg', 'https://images.kabum.com.br/produtos/fotos/254196/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-hd-500gb-linux-15-6-prata-82bus00000_1636571136_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,1.0
"Scanner 3D Creality CR-Scan 01 3D Upgrade com Tripé, USB, 10Fps, Branco - 4008050016",Creality,3899.99,4333.32,10.0,https://kabum.com.br/produto/275878/scanner-3d-creality-cr-scan-01-3d-upgrade-com-tripe-usb-10fps-branco-4008050016,Computadores/Scanners/Scanner 3D,"['https://images.kabum.com.br/produtos/fotos/275878/scanner-3d-creality-cr-scan-01-3d-upgrade-com-tripe-usb-10fps-branco-4008050016_1638208325_original.jpg', 'https://images.kabum.com.br/produtos/fotos/275878/scanner-3d-creality-cr-scan-01-3d-upgrade-com-tripe-usb-10fps-branco-4008050016_1638208326_original.jpg', 'https://images.kabum.com.br/produtos/fotos/275878/scanner-3d-creality-cr-scan-01-3d-upgrade-com-tripe-usb-10fps-branco-4008050016_1638208327_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,2.0
"Monitor Gamer Samsung Odyssey Ark Curvo 55 4K UHD LED, 165Hz, 1ms, HDMI e DisplayPort, FreeSync Premium, Ajuste de Altura - LS55BG970NLXZD",Samsung,18399.99,20444.43,9.0,https://kabum.com.br/produto/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd,Computadores/Monitores/Monitor Gamer,"['https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172187_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1664814195_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1664814201_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172186_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172188_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172189_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172190_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172191_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172192_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172193_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172194_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172195_original.jpg', 'https://images.kabum.com.br/produtos/fotos/390500/monitor-gamer-samsung-odyssey-ark-curvo-55-4k-uhd-led-165hz-1ms-hdmi-e-displayport-freesync-premium-ajuste-de-altura-ls55bg970nlxzd_1665172196_original.jpg']",KaBuM!,False,2023-06-02 08:30:00,2.0
"Notebook 2 em 1 Positivo Celeron Dual Core N4020, 4GB RAM, EMMC 128GB, 11.6 Full HD, IPS, Touchscreen, Windows 11 Pro Entry, Cinza - C4128B",Positivo,1349.99,1421.04,28.0,https://kabum.com.br/produto/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b,Computadores/Notebooks/Notebook Positivo,"['https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709863_original.jpg', 'https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709860_original.jpg', 'https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709862_original.jpg', 'https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709861_original.jpg', 'https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709859_original.jpg', 'https://images.kabum.com.br/produtos/fotos/456454/notebook-2-em-1-positivo-celeron-dual-core-n4020-4gb-ram-emmc-128gb-11-6-full-hd-ips-touchscreen-windows-11-pro-entry-cinza-c4128b_1682709858_original.jpg']",KaBuM!,False,2023-06-02 08:30:00,11.0
"Notebook Asus Intel Core i5-1035G1, 8GB RAM, SSD 512GB, 15.6 Full HD NanoEdge, Geforce MX130, Windows 11 Home, Cinza - X515JF-EJ389W",ASUS,3299.99,3473.67,20.0,https://kabum.com.br/produto/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w,Computadores/Notebooks/Notebook Asus,"['https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813883_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813884_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813885_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813881_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813875_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813876_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813877_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813878_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813879_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813880_original.jpg', 'https://images.kabum.com.br/produtos/fotos/458916/notebook-asus-intel-core-i5-1035g1-8gb-ram-ssd-512gb-15-6-full-hd-nanoedge-geforce-mx130-windows-11-home-cinza-x515jf-ej389w_1683813882_original.jpg']",KaBuM!,False,2023-06-02 08:30:00,25.0
"Monitor Acer RL242Y VERO 23.8 Full HD, 75Hz, 1ms, IPS, HDMI e VGA, sRGB 99%, FreeSync, Ajuste de Ângulo - UM.QR2AA.003",Acer,859.99,955.54,12.0,https://kabum.com.br/produto/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003,Computadores/Monitores/Monitor Office,"['https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850781_original.jpg', 'https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850783_original.jpg', 'https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850782_original.jpg', 'https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850779_original.jpg', 'https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850780_original.jpg', 'https://images.kabum.com.br/produtos/fotos/459669/monitor-acer-rl242y-vero-23-8-full-hd-75hz-1ms-ips-hdmi-e-vga-srgb-99-freesync-ajuste-de-angulo-um-qr2aa-003_1684850778_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,14.0
"Notebook VAIO FE15 Intel Core i7-1255U, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Home SL, Cinza - VJFE54F11X-B1711H",VAIO,4299.99,4526.31,10.0,https://kabum.com.br/produto/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h,Computadores/Notebooks/Notebook Vaio,"['https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665889_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665891_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665893_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665892_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665882_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665883_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665884_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665885_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665886_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665887_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665888_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665890_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665894_original.jpg', 'https://images.kabum.com.br/produtos/fotos/454092/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-sl-cinza-vjfe54f11x-b1711h_1683665895_original.jpg']",KaBuM!,False,2023-06-02 08:30:00,6.0
"Notebook LG Gram Intel Core i5-1035G7, 8GB, 256GB SSD, 17 IPS Full HD, Windows 10 Home, Titanio - 17Z90N-VBJ51P2",LG,4999.99,5263.15,19.0,https://kabum.com.br/produto/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-vbj51p2,Computadores/Notebooks/Notebook LG,"['https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676872_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676865_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676870_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676871_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676864_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676869_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676866_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676873_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676868_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676863_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676862_original.jpg', 'https://images.kabum.com.br/produtos/fotos/286612/notebook-lg-gram-intel-core-i5-1035g7-8gb-256gb-ssd-17-ips-full-hd-windows-10-home-titanio-17z90n-v-bj51p2_1639676861_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,1.0
"Multifuncional HP Smart Tank 514, Jato de Tinta, Colorida, Wi-Fi, 110/220V - SKU - 3YW74A",Hp,899.99,1058.81,23.0,https://kabum.com.br/produto/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-sku-3yw74a,Computadores/Impressoras/Impressora Multifuncional/Multifuncional Tanque de Tinta,"['https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400717_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400719_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400722_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400721_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400718_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108768/multifuncional-hp-smart-tank-514-jato-de-tinta-colorida-wi-fi-110-220v-3yw74a-696_1578400720_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,3.0
"Scanner Fujitsu ScanSnap IX1400 A4, Duplex, 40ppm, Colorido/Tons de Cinza/Monocromático - PA03820-B001",Fujitsu,2599.99,2888.88,8.0,https://kabum.com.br/produto/148748/scanner-fujitsu-scansnap-ix1400-a4-duplex-40ppm-colorido-tons-de-cinza-monocromatico-pa03820-b001,Computadores/Scanners/Scanner de Mesa,"['https://images.kabum.com.br/produtos/fotos/148748/scanner-fujitsu-scansnap-ix1400-a4-duplex-40ppm-colorido-tons-de-cinza-monocromatico-pa03820-b001_1613137745_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148748/scanner-fujitsu-scansnap-ix1400-a4-duplex-40ppm-colorido-tons-de-cinza-monocromatico-pa03820-b001_1613138006_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,2.0
"Pc Gamer, Intel I5 2400, 16GB, Ssd 120GB - Windows 10",Outros,1288.32,1464.0,9.0,https://kabum.com.br/produto/346937/pc-gamer-intel-i5-2400-16gb-ssd-120gb-windows-10,Computadores/PC/PC Gamer,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/346937/Pc-Gamer-Intel-I5-2400-16GB-Ssd-120GB-Windows-10_1683656318_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/346937/Pc-Gamer-Intel-I5-2400-16GB-Ssd-120GB-Windows-10_1683656340_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/346937/Pc-Gamer-Intel-I5-2400-16GB-Ssd-120GB-Windows-10_1683656352_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/346937/Pc-Gamer-Intel-I5-2400-16GB-Ssd-120GB-Windows-10_1683656362_gg.jpg']",MRP INFORMATICA,False,2023-06-02 08:00:00,10.0
"PC Gamer Fácil AMD Ryzen 3 3200g, Radeon Vega 8 Graphics, 16GB DDR4 3000mhz SSD 480GB, Fonte 500w",Fácil Computadores,1799.0,1799.0,14.0,https://kabum.com.br/produto/431331/pc-gamer-facil-amd-ryzen-3-3200g-radeon-vega-8-graphics-16gb-ddr4-3000mhz-ssd-480gb-fonte-500w,Computadores/PC/PC Gamer,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/431331/PC-Gamer-F-cil-AMD-Ryzen-3-3200g-Radeon-Vega-8-Graphics-16GB-DDR4-3000mhz-SSD-480GB-Fonte-500w_1684442302_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/431331/PC-Gamer-F-cil-AMD-Ryzen-3-3200g-Radeon-Vega-8-Graphics-16GB-DDR4-3000mhz-SSD-480GB-Fonte-500w_1684442321_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/431331/PC-Gamer-F-cil-AMD-Ryzen-3-3200g-Radeon-Vega-8-Graphics-16GB-DDR4-3000mhz-SSD-480GB-Fonte-500w_1684442340_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/431331/PC-Gamer-F-cil-AMD-Ryzen-3-3200g-Radeon-Vega-8-Graphics-16GB-DDR4-3000mhz-SSD-480GB-Fonte-500w_1684442358_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/431331/PC-Gamer-F-cil-AMD-Ryzen-3-3200g-Radeon-Vega-8-Graphics-16GB-DDR4-3000mhz-SSD-480GB-Fonte-500w_1684442374_gg.jpg']",2ELETROINFO,False,2023-06-02 08:00:00,38.0
