nome,fabricante,preco,precoParcelado,descontoPorcentagem,link,categoria,imagens,vendedor,isOpenBox,termino,disponivel
"SSD 240 GB Kingston A400, SATA, Leitura: 500MB/s e Gravação: 350MB/s - SA400S37/240G",Kingston,124.99,142.03,30.0,https://kabum.com.br/produto/85197/ssd-240-gb-kingston-a400-sata-leitura-500mb-s-e-gravacao-350mb-s-sa400s37-240g,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/85197/85197_1484306076_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/85197/ssd-kingston-a400-240gb-sata-leitura-500mb-s-gravacao-350mb-s-sa400s37-240g_1629124194_original.jpg', 'https://images.kabum.com.br/produtos/fotos/85197/ssd-kingston-a400-240gb-sata-leitura-500mb-s-gravacao-350mb-s-sa400s37-240g_1629124235_original.jpg', 'https://images.kabum.com.br/produtos/fotos/85197/85197_index_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/85197/85197_1484306080_gg.jpg']",KaBuM!,True,2023-06-01 08:00:00,161.0
"Memória Kingston Fury Beast, 8GB, 3200MHz, DDR4, CL16, Preto - KF432C16BB/8",Kingston FURY,159.99,188.22,11.0,https://kabum.com.br/produto/172365/memoria-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/172365/memoria-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8_1626270523_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172365/memoria-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8_1626270526_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172365/memoria-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8_1626270525_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172365/memoria-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8_1626270524_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,146.0
"SSD 480 GB Kingston A400, SATA, Leitura: 500MB/s e Gravação: 450MB/s - SA400S37/480G",Kingston,199.99,227.26,25.0,https://kabum.com.br/produto/85198/ssd-480-gb-kingston-a400-sata-leitura-500mb-s-e-gravacao-450mb-s-sa400s37-480g,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/85198/85198_1484306114_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/85198/85198_index_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/85198/85198_1484306119_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/85198/ssd-kingston-a400-480gb-sata-leitura-500mb-s-gravacao-450mb-s-sa400s37-480g_1629133546_original.jpg', 'https://images.kabum.com.br/produtos/fotos/85198/ssd-kingston-a400-480gb-sata-leitura-500mb-s-gravacao-450mb-s-sa400s37-480g_1629133547_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,312.0
"SSD 1 TB Kingston NV2, M.2 2280 PCIe, NVMe, Leitura: 3500 MB/s e Gravação: 2100 MB/s - SNV2S/1000G",Kingston,314.99,357.94,17.0,https://kabum.com.br/produto/380745/ssd-1-tb-kingston-nv2-m-2-2280-pcie-nvme-leitura-3500-mb-s-e-gravacao-2100-mb-s-snv2s-1000g,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/380745/ssd-kingston-nv2-1-tb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-1000g_1666033119_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380745/ssd-kingston-nv2-1-tb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-1000g_1666033118_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380745/ssd-kingston-nv2-1-tb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-1000g_1666033120_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380745/ssd-kingston-nv2-1-tb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-1000g_1666033117_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,409.0
"Fonte XPG Core Reactor, 850W, 80 Plus Gold Modular",XPG,639.99,752.93,16.0,https://kabum.com.br/produto/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular,Hardware/Fontes/Fonte 850W,"['https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154124_original.jpg', 'https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154129_original.jpg', 'https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154115_original.jpg', 'https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154117_original.jpg', 'https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154120_original.jpg', 'https://images.kabum.com.br/produtos/fotos/103282/fonte-xpg-core-reactor-850w-80-plus-gold-modular_1571154114_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,117.0
"Memória XPG Gammix D10 8GB, 3200MHz, DDR4, CL16, Preto - AX4U32008G16A-SB10",XPG,139.99,164.69,12.0,https://kabum.com.br/produto/155514/memoria-xpg-gammix-d10-8gb-3200mhz-ddr4-cl16-preto-ax4u32008g16a-sb10,Hardware/Memória RAM/DDR 4/3200MHz,"['https://images.kabum.com.br/produtos/fotos/155514/memoria-xpg-gammix-d10-8gb-3200mhz-ddr4-cl-16-preto-ax4u32008g16a-sb10_1625514904_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155514/memoria-xpg-gammix-d10-8gb-3200mhz-ddr4-cl-16-preto-ax4u32008g16a-sb10_1625514905_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,34.0
"Memória Gamer Husky Gaming, 8GB, 2666MHz, DDR4, CL19, Preto - HGMF001",Husky Gaming,99.99,117.64,28.0,https://kabum.com.br/produto/114222/memoria-gamer-husky-gaming-8gb-2666mhz-ddr4-cl19-preto-hgmf001,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/114222/memoria-husky-8gb-2666mhz-ddr4-cl19-preto-hmr-d4826_1597862504_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114222/memoria-ram-husky-ddr4-2666mhz-8gb-hmr-d4826_1597688756_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114222/memoria-ram-husky-ddr4-2666mhz-8gb-hmr-d4826_1597688753_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114222/memoria-ram-husky-ddr4-2666mhz-8gb-hmr-d4826_1597688754_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,6.0
"Water Cooler Rise Mode Gamer Black, RGB, 240mm, Preto - RM-WCB-02-RGB",Rise Mode,279.99,329.4,20.0,https://kabum.com.br/produto/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776681_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776682_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776683_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776685_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776684_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776686_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776689_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776687_original.jpg', 'https://images.kabum.com.br/produtos/fotos/130043/water-cooler-rise-mode-gamer-black-rgb-240mm-preto-rm-wcb-02-rgb_1663776688_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,46.0
"Memória Gamer Husky Gaming Avalanche, 16GB, 3200MHz, DDR4, CL19, Preto - HGMF008",Husky Gaming,209.99,247.05,23.0,https://kabum.com.br/produto/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-preto-hgmf008,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-hgmf008_1630604969_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-hgmf008_1628163553_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-hgmf008_1630604968_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-hgmf008_1628163555_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162665/memoria-gamer-husky-gaming-avalanche-16gb-3200mhz-ddr4-cl19-hgmf008_1628163554_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,77.0
"SSD 500 GB Kingston NV2, M.2 2280 PCIe, NVMe, Leitura: 3500 MB/s e Gravação: 2100 MB/s - SNV2S/500G",Kingston,216.99,246.58,22.0,https://kabum.com.br/produto/380744/ssd-500-gb-kingston-nv2-m-2-2280-pcie-nvme-leitura-3500-mb-s-e-gravacao-2100-mb-s-snv2s-500g,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/380744/ssd-kingston-nv2-500-gb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-500g_1666032961_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380744/ssd-kingston-nv2-500-gb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-500g_1666032960_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380744/ssd-kingston-nv2-500-gb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-500g_1666032962_original.jpg', 'https://images.kabum.com.br/produtos/fotos/380744/ssd-kingston-nv2-500-gb-m-2-2280-pcie-nvme-leitura-2-100-mb-s-e-gravacao-1-700-mb-s-snv2s-500g_1666032959_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,141.0
"Memória Kingston Fury Beast, RGB, 16GB, 3200MHz, DDR4, CL16, Preto - KF432C16BBA/16",Kingston FURY,309.99,364.69,11.0,https://kabum.com.br/produto/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16,Hardware/Memória RAM/DDR 4/3200MHz,"['https://images.kabum.com.br/produtos/fotos/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16_1630956135_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16_1630956133_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16_1630956134_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16_1662063059_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193637/memoria-kingston-fury-beast-rgb-16gb-3200mhz-ddr4-cl16-preto-kf432c16bba-16_1630956136_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,94.0
"SSD 256 GB Husky Gaming, 2.5"", SATA III, Leitura: 570MB/s e Gravação: 500MB/s, Preto - HGML001",Husky Gaming,104.99,123.52,19.0,https://kabum.com.br/produto/113889/ssd-256-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml001,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/113889/ssd-256-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml001_1672249938_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113889/ssd-256-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml001_1672249935_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,51.0
"SSD 960 GB Kingston A400, SATA, Leitura: 500MB/s e Gravação: 450MB/s - SA400S37/960G",Kingston,344.99,392.03,15.0,https://kabum.com.br/produto/95217/ssd-960-gb-kingston-a400-sata-leitura-500mb-s-e-gravacao-450mb-s-sa400s37-960g,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/95217/95217_1520016025_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95217/ssd-kingston-a400-960gb-sata-leitura-500mb-s-gravacao-450mb-s-sa400s37-960g_1629126712_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95217/95217_1520016948_index_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95217/95217_1_1520016025_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95217/ssd-kingston-a400-960gb-sata-leitura-500mb-s-gravacao-450mb-s-sa400s37-960g_1629126713_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,48.0
"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz Max Turbo), Cache 11MB, AM4, Vídeo Integrado - 100-100000147BOX",AMD,599.99,666.66,47.0,https://kabum.com.br/produto/333145/processador-amd-ryzen-5-4600g-3-7ghz-4-2ghz-max-turbo-cache-11mb-am4-video-integrado-100-100000147box,Hardware/Processadores/Processador AMD/Ryzen,"['https://images.kabum.com.br/produtos/fotos/333145/processador-amd-ryzen-5-4600g-cache-11mb-3-7ghz-4-2ghz-max-turbo-am4-video-integrado-100-100000147box_1653338731_original.jpg', 'https://images.kabum.com.br/produtos/fotos/333145/processador-amd-ryzen-5-4600g-cache-11mb-3-7ghz-4-2ghz-max-turbo-am4-video-integrado-100-100000147box_1653338732_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,692.0
"Memória Kingston Fury Impact, 16GB, 3200MHz, DDR4, CL20, Para Notebook - KF432S20IB/16",Kingston FURY,269.99,317.64,28.0,https://kabum.com.br/produto/193303/memoria-kingston-fury-impact-16gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-16,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/193303/memoria-kingston-fury-impact-16gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-16_1630960911_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193303/memoria-kingston-fury-impact-16gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-16_1630960910_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,46.0
"SSD 128 GB Husky Gaming, 2.5"", SATA III, Leitura: 570MB/s e Gravação: 500MB/s, Preto - HGML000",Husky Gaming,82.99,97.64,7.0,https://kabum.com.br/produto/113888/ssd-128-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml000,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/113888/ssd-128-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml000_1671807777_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113888/ssd-128-gb-husky-gaming-2-5-sata-iii-leitura-570mb-s-e-gravacao-500mb-s-preto-hgml000_1671807774_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,371.0
"Memória Kingston Fury Impact, 8GB, 3200MHz, DDR4, CL20, Para Notebook - KF432S20IB/8",Kingston FURY,149.99,176.46,11.0,https://kabum.com.br/produto/193299/memoria-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-8,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/193299/memoria-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-8_1630609661_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193299/memoria-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-8_1630609662_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193299/memoria-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-8_1630609663_original.jpg', 'https://images.kabum.com.br/produtos/fotos/193299/memoria-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-para-notebook-kf432s20ib-8_1630609664_original.jpg']",KaBuM!,True,2023-06-02 08:00:00,223.0
"Memória Gamer Husky Gaming Avalanche, 8GB, 3200MHz, DDR4, CL19, Preto - HGMF007",Husky Gaming,109.99,129.4,26.0,https://kabum.com.br/produto/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-preto-hgmf007,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-hgmf007_1630604710_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-hgmf007_1630604711_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-hgmf007_1628162837_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-hgmf007_1628162838_original.jpg', 'https://images.kabum.com.br/produtos/fotos/162664/memoria-gamer-husky-gaming-avalanche-8gb-3200mhz-ddr4-cl19-hgmf007_1628162839_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,18.0
"Memória Kingston Fury Beast, RGB, 8GB, 3200MHz, DDR4, CL16, Preto - KF432C16BBA/8",Kingston FURY,185.99,218.81,11.0,https://kabum.com.br/produto/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206429_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1662063358_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206424_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206426_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206428_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206427_original.jpg', 'https://images.kabum.com.br/produtos/fotos/172409/memoria-kingston-fury-beast-rgb-8gb-3200mhz-ddr4-cl16-preto-kf432c16bba-8_1626206425_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,314.0
"Placa de Vídeo RTX 3060 Asus Dual O12G V2 NVIDIA GeForce, 12GB GDDR6, LHR, DLSS, Ray Tracing - DUAL-RTX3060-O12G-V2",ASUS,2199.99,2444.43,10.0,https://kabum.com.br/produto/164854/placa-de-video-rtx-3060-asus-dual-o12g-v2-nvidia-geforce-12gb-gddr6-lhr-dlss-ray-tracing-dual-rtx3060-o12g-v2,Hardware/Placa de vídeo (VGA)/Placa de vídeo Nvidia,"['https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244899_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244900_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244901_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244902_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244903_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244904_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244905_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244906_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244907_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244908_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244909_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244910_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244911_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244912_original.jpg', 'https://images.kabum.com.br/produtos/fotos/164854/placa-de-video-asus-nvidia-dual-rtx-3060-o12g-v2-15-gbps-12gb-gddr6-ray-tracing-dlss-90yv0gb2-m0na10_1623244913_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,358.0
"Placa de Vídeo RX 6600 CLD 8G ASRock AMD Radeon, 8GB, GDDR6  - 90-GA2RZZ-00UANF",ASRock,1429.99,1682.34,24.0,https://kabum.com.br/produto/235984/placa-de-video-rx-6600-cld-8g-asrock-amd-radeon-8gb-gddr6-90-ga2rzz-00uanf,Hardware/Placa de vídeo (VGA)/Placa de vídeo AMD,"['https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738812_original.jpg', 'https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738810_original.jpg', 'https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738811_original.jpg', 'https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738809_original.jpg', 'https://images.kabum.com.br/produtos/fotos/235984/placa-de-video-asrock-amd-radeon-rx-6600-cld-8g-8gb-90-ga2rzz-00uanf_1634738813_original.jpg']",KaBuM!,True,2023-06-01 07:00:00,286.0
"SSD 512 GB Husky Gaming,  SATA III, Leitura: 520MB/s e Gravação: 450MB/s, Preto - HGML022",Husky Gaming,149.99,176.46,50.0,https://kabum.com.br/produto/391851/ssd-512-gb-husky-gaming-sata-iii-leitura-520mb-s-e-gravacao-450mb-s-preto-hgml022,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/391851/ssd-husky-gaming-512gb-sata-iii-leitura-520mb-s-e-gravacao-450mb-s-preto-hgml022_1672251263_original.jpg', 'https://images.kabum.com.br/produtos/fotos/391851/ssd-husky-gaming-512gb-sata-iii-leitura-520mb-s-e-gravacao-450mb-s-preto-hgml022_1672251260_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,288.0
"Placa de Vídeo RX 6750 XT Mech 2X 12G OC MSI AMD, 12 GB GDDR6 - XT MECH 2X 12G OC",MSI,2559.99,2844.43,11.0,https://kabum.com.br/produto/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc,Hardware/Placa de vídeo (VGA)/Placa de vídeo AMD,"['https://images.kabum.com.br/produtos/fotos/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc_1675857510_original.jpg', 'https://images.kabum.com.br/produtos/fotos/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc_1675857511_original.jpg', 'https://images.kabum.com.br/produtos/fotos/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc_1675857512_original.jpg', 'https://images.kabum.com.br/produtos/fotos/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc_1675857514_original.jpg', 'https://images.kabum.com.br/produtos/fotos/417853/placa-de-video-rx-6750-xt-mech-2x-12g-oc-msi-amd-12-gb-gddr6-xt-mech-2x-12g-oc_1675857513_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,475.0
